マンション名,住所,築年数,階層,賃料料,管理費,間取り,専有面積,詳細URL,敷金,礼金,路線1,駅1,階1,間取りDK,間取りK,間取りL,間取りS,区,市町村,予測値との差,予測値,賃料料+管理費
東京メトロ丸ノ内線 四谷三丁目駅 7階建 築17年,東京都新宿区住吉町,17,4階,271000.0,15000,2,55.52,https://suumo.jp/chintai/jnc_000080598689/?bc=100317712175,542000.0,0.0,東京メトロ丸ノ内線,四谷三丁目駅,4.0,1,0,1,0,新宿区,住吉町,146848.56666757775,139151.43333242225,286000.0
プラウド市ヶ谷南町,東京都新宿区南町,12,4階,270000.0,10000,2,61.12,https://suumo.jp/chintai/jnc_000065023274/?bc=100319499683,270000.0,270000.0,都営大江戸線,牛込神楽坂駅,4.0,1,0,1,0,新宿区,南町,146991.98773864948,133008.01226135052,280000.0
ライオンズ四谷タワーゲート,東京都新宿区四谷４,16,23階,270000.0,10000,2,57.992,https://suumo.jp/chintai/jnc_000080306033/?bc=100316015482,540000.0,270000.0,東京メトロ丸ノ内線,四谷三丁目駅,23.0,1,0,1,0,新宿区,四谷４,147085.54516289907,132914.45483710093,280000.0
ザ・ミッドハウス新宿御苑,東京都新宿区新宿１,10,8階,228000.0,0,1,47.542,https://suumo.jp/chintai/jnc_000047880998/?bc=100008049270,228000.0,228000.0,東京メトロ丸ノ内線,新宿御苑前駅,8.0,1,0,1,1,新宿区,新宿１,147330.60414113692,80669.39585886308,228000.0
プレール・ドゥーク新宿Ｗｅｓｔ,東京都新宿区北新宿２,3,5階,229000.0,15000,1,40.552,https://suumo.jp/chintai/jnc_000080636162/?bc=100317941081,229000.0,0.0,東京メトロ丸ノ内線,西新宿駅,5.0,1,0,1,0,新宿区,北新宿２,147346.07059309242,96653.92940690757,244000.0
河田町ガーデン 4号棟,東京都新宿区河田町,20,6階,231800.0,10000,1,59.52,https://suumo.jp/chintai/jnc_000080347618/?bc=100316476714,0.0,231800.0,都営新宿線,曙橋駅,6.0,1,0,1,0,新宿区,河田町,147427.72248864855,94372.27751135147,241800.0
ドゥーエ早稲田,東京都新宿区西早稲田２,3,8階,256000.0,12000,2,51.572,https://suumo.jp/chintai/jnc_000080466382/?bc=100317369625,256000.0,256000.0,東京メトロ東西線,早稲田駅,8.0,1,0,1,0,新宿区,西早稲田２,147649.3702946165,120350.62970538352,268000.0
東京メトロ東西線 神楽坂駅 13階建 築11年,東京都新宿区天神町,11,12階,293000.0,0,2,57.022,https://suumo.jp/chintai/jnc_000080790696/?bc=100239469674,293000.0,293000.0,東京メトロ東西線,神楽坂駅,12.0,1,0,1,0,新宿区,天神町,147751.00312033293,145248.99687966707,293000.0
サンファミール西早稲田,東京都新宿区西早稲田３,41,10階,210000.0,10000,1,61.62,https://suumo.jp/chintai/jnc_000080253174/?bc=100315725177,210000.0,210000.0,都電荒川線,面影橋駅,10.0,1,0,1,0,新宿区,西早稲田３,147958.63505550937,72041.36494449063,220000.0
都営大江戸線 牛込柳町駅 地下1地上30階建 築16年,東京都新宿区原町３,16,4階,262000.0,15000,2,61.722,https://suumo.jp/chintai/jnc_000080108895/?bc=100315331487,524000.0,0.0,都営大江戸線,牛込柳町駅,4.0,1,0,1,0,新宿区,原町３,148642.60363756272,128357.39636243728,277000.0
ARK TERRACE 東新宿,東京都新宿区新宿７,6,1階,228000.0,12000,2,53.882,https://suumo.jp/chintai/jnc_000064946565/?bc=100315553941,228000.0,228000.0,都営大江戸線,若松河田駅,1.0,1,0,1,0,新宿区,新宿７,148693.900428085,91306.09957191501,240000.0
都電荒川線 面影橋駅 5階建 築27年,東京都新宿区西早稲田３,27,5階,210000.0,20000,2,682.0,https://suumo.jp/chintai/jnc_000015109793/?bc=100312531164,420000.0,210000.0,都電荒川線,面影橋駅,5.0,1,0,1,0,新宿区,西早稲田３,148830.66492425097,81169.33507574904,230000.0
都営大江戸線 東新宿駅 地下1地上32階建 築12年,東京都新宿区新宿６,12,3階,274000.0,0,1,45.252,https://suumo.jp/chintai/jnc_000080872914/?bc=100319335132,548000.0,0.0,都営大江戸線,東新宿駅,3.0,1,0,1,0,新宿区,新宿６,148923.48708268278,125076.51291731722,274000.0
コンシェリア西新宿　ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,東京都新宿区西新宿６,16,22階,270000.0,18000,1,51.782,https://suumo.jp/chintai/jnc_000079418813/?bc=100318922782,270000.0,270000.0,都営大江戸線,西新宿五丁目駅,22.0,1,0,1,0,新宿区,西新宿６,148934.5016934116,139065.4983065884,288000.0
西武池袋線 椎名町駅 10階建 築12年,東京都新宿区中落合３,12,8階,265000.0,15000,2,67.252,https://suumo.jp/chintai/jnc_000080904539/?bc=100319561377,530000.0,265000.0,西武池袋線,椎名町駅,8.0,1,0,1,0,新宿区,中落合３,149335.0131379044,130664.9868620956,280000.0
ライオンズマンション歌舞伎町第２,東京都新宿区歌舞伎町２,44,3階,230000.0,10000,2,52.262,https://suumo.jp/chintai/jnc_000080378565/?bc=100316419365,230000.0,230000.0,都営大江戸線,東新宿駅,3.0,1,0,1,0,新宿区,歌舞伎町２,149360.8321001553,90639.1678998447,240000.0
東京メトロ丸ノ内線 四谷三丁目駅 10階建 築3年,東京都新宿区大京町,3,9階,230000.0,15000,1,40.772,https://suumo.jp/chintai/jnc_000080009674/?bc=100314396985,0.0,0.0,東京メトロ丸ノ内線,四谷三丁目駅,9.0,1,0,1,0,新宿区,大京町,149608.3663405058,95391.6336594942,245000.0
Dear Reicious 神楽坂,東京都新宿区矢来町,1,5階,221000.0,12000,1,40.12,https://suumo.jp/chintai/jnc_000079685056/?bc=100307775185,0.0,0.0,東京メトロ東西線,神楽坂駅,5.0,1,0,1,0,新宿区,矢来町,149690.96527744504,83309.03472255498,233000.0
四谷アパートメント,東京都新宿区須賀町,18,3-4階,225000.0,10000,1,59.122,https://suumo.jp/chintai/jnc_000080339097/?bc=100316352457,225000.0,225000.0,東京メトロ丸ノ内線,四谷三丁目駅,3.0,1,0,1,0,新宿区,須賀町,149998.78984981694,85001.21015018308,235000.0
トレステージ四谷,東京都新宿区左門町,15,10階,262000.0,12000,1,62.72,https://suumo.jp/chintai/jnc_000080001807/?bc=100314802220,262000.0,262000.0,東京メトロ丸ノ内線,四谷三丁目駅,10.0,1,0,1,0,新宿区,左門町,150300.5599645729,123699.44003542712,274000.0
ライオンズシティ西新宿,東京都新宿区西新宿８,25,11階,220000.0,15000,2,53.292,https://suumo.jp/chintai/jnc_000079672417/?bc=100312777480,220000.0,220000.0,東京メトロ丸ノ内線,西新宿駅,11.0,1,0,1,0,新宿区,西新宿８,150488.2202789567,84511.77972104332,235000.0
東京メトロ東西線 神楽坂駅 6階建 築2年,東京都新宿区筑土八幡町,2,6階,220000.0,0,1,39.332,https://suumo.jp/chintai/jnc_000079633202/?bc=100312498568,220000.0,220000.0,東京メトロ東西線,神楽坂駅,6.0,0,0,0,0,新宿区,筑土八幡町,150535.58159673517,69464.41840326483,220000.0
トレステージ四谷,東京都新宿区左門町,15,10階,266000.0,12000,1,64.242,https://suumo.jp/chintai/jnc_000080741625/?bc=100319218499,266000.0,266000.0,東京メトロ丸ノ内線,四谷三丁目駅,10.0,1,0,1,0,新宿区,左門町,151109.16912095773,126890.83087904229,278000.0
アネックスヤギ,東京都新宿区大京町,24,1階,230000.0,0,1,71.432,https://suumo.jp/chintai/jnc_000080933814/?bc=100210450632,460000.0,230000.0,東京メトロ丸ノ内線,四谷三丁目駅,1.0,1,0,1,0,新宿区,大京町,151332.41558509006,78667.58441490993,230000.0
エムアンドエヌビルディング,東京都新宿区市谷台町,0,6階,280000.0,10000,2,54.382,https://suumo.jp/chintai/jnc_000080781159/?bc=100319322680,280000.0,280000.0,都営新宿線,曙橋駅,6.0,1,0,1,0,新宿区,市谷台町,151638.1353921294,138361.8646078706,290000.0
ＪＲ中央線 東中野駅 地下1地上5階建 新築,東京都新宿区北新宿４,0,4-5階,245000.0,0,2,60.192,https://suumo.jp/chintai/jnc_000078889499/?bc=100312223194,245000.0,245000.0,ＪＲ中央線,東中野駅,4.0,1,0,1,0,新宿区,北新宿４,151700.20976107952,93299.79023892047,245000.0
東京メトロ丸ノ内線 四ツ谷駅 地下1地上7階建 築45年,東京都新宿区若葉１,45,6階,215000.0,0,2,62.812,https://suumo.jp/chintai/jnc_000080506989/?bc=100319242255,215000.0,215000.0,東京メトロ丸ノ内線,四ツ谷駅,6.0,1,0,1,0,新宿区,若葉１,151716.59658884277,63283.40341115723,215000.0
エステムプラザ飯田橋タワーレジデンスJ,東京都新宿区新小川町,12,14階,278000.0,20000,2,542.0,https://suumo.jp/chintai/jnc_000080569157/?bc=100317540054,278000.0,278000.0,東京メトロ東西線,飯田橋駅,14.0,1,0,1,0,新宿区,新小川町,151762.56467471542,146237.43532528458,298000.0
エムアンドエヌビルディング,東京都新宿区市谷台町,0,7階,280000.0,10000,2,54.382,https://suumo.jp/chintai/jnc_000080781160/?bc=100319322739,280000.0,280000.0,都営新宿線,曙橋駅,7.0,1,0,1,0,新宿区,市谷台町,151888.70752026234,138111.29247973766,290000.0
目白台ビル,東京都新宿区下落合２,33,2階,238000.0,10000,2,83.772,https://suumo.jp/chintai/jnc_000077150287/?bc=100299170656,238000.0,238000.0,ＪＲ山手線,高田馬場駅,2.0,1,0,1,0,新宿区,下落合２,152192.34479656356,95807.65520343646,248000.0
プレミアムキューブジー北新宿デュー【PREMIUM CUBE G...,東京都新宿区北新宿２,3,2階,194500.0,18000,1,40.612,https://suumo.jp/chintai/jnc_000080741621/?bc=100318517666,194500.0,389000.0,ＪＲ総武線,大久保駅,2.0,1,0,1,0,新宿区,北新宿２,152309.83677904223,60190.16322095777,212500.0
オープンレジデンシア目白御留山,東京都新宿区下落合３,4,1階,230000.0,20000,2,54.122,https://suumo.jp/chintai/jnc_000080017819/?bc=100314447877,230000.0,230000.0,ＪＲ山手線,目白駅,1.0,1,0,1,0,新宿区,下落合３,152594.54841153024,97405.45158846976,250000.0
トレステージ四谷,東京都新宿区左門町,15,11階,268000.0,12000,1,64.932,https://suumo.jp/chintai/jnc_000080933805/?bc=100319626735,268000.0,268000.0,東京メトロ丸ノ内線,四谷三丁目駅,11.0,1,0,1,0,新宿区,左門町,152654.9302814248,127345.06971857519,280000.0
ＪＲ総武線 千駄ケ谷駅 10階建 築10年,東京都新宿区大京町,10,3階,273000.0,7000,2,58.112,https://suumo.jp/chintai/jnc_000079621232/?bc=100312574929,273000.0,546000.0,ＪＲ総武線,千駄ケ谷駅,3.0,1,0,1,0,新宿区,大京町,153013.7576654083,126986.24233459168,280000.0
セントラルレジデンス西早稲田,東京都新宿区西早稲田１,10,2階,215000.0,15000,1,54.022,https://suumo.jp/chintai/jnc_000076815140/?bc=100290746712,215000.0,215000.0,都電荒川線,早稲田駅,2.0,1,0,1,1,新宿区,西早稲田１,153168.9474241754,76831.0525758246,230000.0
都営大江戸線 東新宿駅 14階建 築44年,東京都新宿区歌舞伎町２,44,3階,230000.0,10000,2,52.262,https://suumo.jp/chintai/jnc_000080323909/?bc=100316768213,230000.0,230000.0,都営大江戸線,東新宿駅,3.0,1,0,1,0,新宿区,歌舞伎町２,153203.52996794792,86796.47003205206,240000.0
東京メトロ有楽町線 市ケ谷駅 地下1地上14階建 築19年,東京都新宿区市谷本村町,19,12階,265000.0,0,1,55.082,https://suumo.jp/chintai/jnc_000077581201/?bc=100313022692,265000.0,265000.0,東京メトロ有楽町線,市ケ谷駅,12.0,1,0,1,0,新宿区,市谷本村町,153513.48184223985,111486.51815776013,265000.0
ＥＡＳＴ　ＢＬＵＥ　四ツ谷,東京都新宿区南元町,4,2階,263000.0,1000,2,63.722,https://suumo.jp/chintai/jnc_000080291105/?bc=100296804745,0.0,0.0,ＪＲ中央線,信濃町駅,2.0,1,0,1,0,新宿区,南元町,153534.2256585732,110465.7743414268,264000.0
アゼリアテラス新宿,東京都新宿区北新宿２,17,8階,270000.0,10000,1,72.322,https://suumo.jp/chintai/jnc_000079790428/?bc=100313245325,270000.0,270000.0,東京メトロ丸ノ内線,中野坂上駅,8.0,1,0,1,1,新宿区,北新宿２,153981.71135881604,126018.28864118396,280000.0
東京メトロ丸ノ内線 西新宿駅 地下2地上60階建 築6年,東京都新宿区西新宿５,6,45階,275000.0,0,2,56.392,https://suumo.jp/chintai/jnc_000080643521/?bc=100318437301,275000.0,275000.0,東京メトロ丸ノ内線,西新宿駅,45.0,1,0,1,0,新宿区,西新宿５,154015.01045911247,120984.98954088753,275000.0
都営新宿線 曙橋駅 13階建 築2年,東京都新宿区片町,2,13階,240000.0,20000,1,47.062,https://suumo.jp/chintai/jnc_000071957202/?bc=100315427011,240000.0,0.0,都営新宿線,曙橋駅,13.0,1,0,1,0,新宿区,片町,154093.20164608417,105906.79835391583,260000.0
ディヴレ神楽坂,東京都新宿区神楽坂６,12,5階,215000.0,15000,1,42.612,https://suumo.jp/chintai/jnc_000080864856/?bc=100307503344,215000.0,215000.0,東京メトロ東西線,神楽坂駅,5.0,1,0,1,0,新宿区,神楽坂６,154253.90202578256,75746.09797421745,230000.0
東京メトロ丸ノ内線 四谷三丁目駅 5階建 新築,東京都新宿区四谷４,0,1階,286000.0,12000,2,57.752,https://suumo.jp/chintai/jnc_000079080770/?bc=100319336101,286000.0,286000.0,東京メトロ丸ノ内線,四谷三丁目駅,1.0,1,0,1,0,新宿区,四谷４,154300.855410913,143699.144589087,298000.0
ヴィラ・セレーノ西早稲田,東京都新宿区西早稲田２,34,2階,271000.0,0,3,89.442,https://suumo.jp/chintai/jnc_000079554263/?bc=100312102924,271000.0,271000.0,東京メトロ副都心線,西早稲田駅,2.0,1,0,1,0,新宿区,西早稲田２,154330.02783725344,116669.97216274656,271000.0
東京メトロ丸ノ内線 四谷三丁目駅 5階建 新築,東京都新宿区四谷４,0,1階,286000.0,12000,2,57.752,https://suumo.jp/chintai/jnc_000079080769/?bc=100317046662,286000.0,286000.0,東京メトロ丸ノ内線,四谷三丁目駅,1.0,1,0,1,0,新宿区,四谷４,154422.32448026314,143577.67551973686,298000.0
都営大江戸線 牛込柳町駅 4階建 新築,東京都新宿区市谷加賀町２,0,B1-1階,218000.0,12000,1,59.162,https://suumo.jp/chintai/jnc_000078333138/?bc=100310126668,0.0,0.0,都営大江戸線,牛込柳町駅,-1.0,1,0,1,0,新宿区,市谷加賀町２,154787.50873898127,75212.49126101875,230000.0
エトワールフルール,東京都新宿区北新宿４,0,4階,255000.0,0,2,60.412,https://suumo.jp/chintai/jnc_000078878926/?bc=100308500262,255000.0,255000.0,ＪＲ中央線,東中野駅,4.0,1,0,1,0,新宿区,北新宿４,154975.78436378547,100024.21563621453,255000.0
ＪＲ中央線 大久保駅 8階建 新築,東京都新宿区北新宿１,0,5階,237000.0,15000,1,50.692,https://suumo.jp/chintai/jnc_000080702205/?bc=100318693232,237000.0,237000.0,ＪＲ中央線,大久保駅,5.0,1,0,1,1,新宿区,北新宿１,155672.8166751304,96327.18332486959,252000.0
都営大江戸線 牛込柳町駅 地下1地上7階建 築31年,東京都新宿区市谷薬王寺町,31,2階,268000.0,10000,2,83.822,https://suumo.jp/chintai/jnc_000078858746/?bc=100316158342,536000.0,268000.0,都営大江戸線,牛込柳町駅,2.0,1,0,1,0,新宿区,市谷薬王寺町,156006.83506520226,121993.16493479774,278000.0
ハビテ外苑,東京都新宿区南元町,0,5階,282000.0,8000,1,53.572,https://suumo.jp/chintai/jnc_000078222863/?bc=100305198470,0.0,0.0,ＪＲ中央線,信濃町駅,5.0,1,0,1,0,新宿区,南元町,156372.9460575848,133627.0539424152,290000.0
ジョイヴィレッジ市ヶ谷,東京都新宿区市谷仲之町,32,2階,213000.0,15000,2,72.222,https://suumo.jp/chintai/jnc_000080626385/?bc=100319496542,213000.0,213000.0,都営新宿線,曙橋駅,2.0,1,0,1,0,新宿区,市谷仲之町,156564.27682277426,71435.72317722572,228000.0
ラコント早稲田(ラコントワセダ),東京都新宿区早稲田鶴巻町,5,7階,270000.0,0,2,57.412,https://suumo.jp/chintai/jnc_000078482273/?bc=100306000665,270000.0,270000.0,東京メトロ東西線,早稲田駅,7.0,1,0,1,0,新宿区,早稲田鶴巻町,156653.05187162606,113346.94812837393,270000.0
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,12,14階,216700.00000000003,20240,2,442.0,https://suumo.jp/chintai/jnc_000080148224/?bc=100315644513,216700.00000000003,433400.00000000006,ＪＲ総武線,飯田橋駅,14.0,1,0,1,0,新宿区,新小川町,156698.9114479157,80241.08855208433,236940.00000000003
ＬＩＢＲ　ＧＲＡＮＴ　西新宿ＥＡＳＴ,東京都新宿区西新宿８,4,13階,260000.0,20000,2,542.0,https://suumo.jp/chintai/jnc_000080512725/?bc=100310135187,260000.0,260000.0,東京メトロ丸ノ内線,西新宿駅,13.0,1,0,1,0,新宿区,西新宿８,156856.74436123454,123143.25563876545,280000.0
新宿区富久町戸建,東京都新宿区富久町,18,1階,280000.0,0,3,90.992,https://suumo.jp/chintai/jnc_000080401514/?bc=100316459067,280000.0,280000.0,都営新宿線,曙橋駅,1.0,1,0,1,0,新宿区,富久町,157137.119688391,122862.880311609,280000.0
富久町,東京都新宿区富久町,8,6階,255000.0,10000,2,53.852,https://suumo.jp/chintai/jnc_000079486135/?bc=100309190100,255000.0,255000.0,東京メトロ丸ノ内線,新宿御苑前駅,6.0,1,0,1,0,新宿区,富久町,157172.4939644017,107827.50603559829,265000.0
都営大江戸線 西新宿五丁目駅 地下4地上44階建 築16年,東京都新宿区西新宿６,16,13階,237000.0,18000,1,55.162,https://suumo.jp/chintai/jnc_000080864888/?bc=100319248066,237000.0,237000.0,都営大江戸線,西新宿五丁目駅,13.0,1,0,1,0,新宿区,西新宿６,158049.64301206515,96950.35698793487,255000.0
ホームガーデンひたち,東京都新宿区新宿７,35,1階,255000.0,5000,3,93.42,https://suumo.jp/chintai/jnc_000059533003/?bc=100315942800,0.0,0.0,都営大江戸線,東新宿駅,1.0,1,0,1,0,新宿区,新宿７,158257.27571066632,101742.72428933368,260000.0
ヴィラ信濃町,東京都新宿区信濃町,0,2階,272000.0,15000,2,71.462,https://suumo.jp/chintai/jnc_000080912802/?bc=100317327283,272000.0,544000.0,ＪＲ中央線,信濃町駅,2.0,1,0,1,0,新宿区,信濃町,158547.23510258278,128452.76489741723,287000.0
都営大江戸線 東新宿駅 4階建 築35年,東京都新宿区新宿７,35,1階,255000.0,5000,3,93.42,https://suumo.jp/chintai/jnc_000059800003/?bc=100319431012,0.0,0.0,都営大江戸線,東新宿駅,1.0,1,0,1,0,新宿区,新宿７,158739.7232744089,101260.2767255911,260000.0
東京メトロ丸ノ内線 新宿御苑前駅 14階建 築2年,東京都新宿区新宿５,2,14階,250000.0,18000,1,40.122,https://suumo.jp/chintai/jnc_000080339094/?bc=100316229808,250000.0,0.0,東京メトロ丸ノ内線,新宿御苑前駅,14.0,1,0,1,0,新宿区,新宿５,159216.54222119026,108783.45777880974,268000.0
ＪＲ総武線 信濃町駅 6階建 築45年,東京都新宿区南元町,45,3階,240000.0,51600,3,84.742,https://suumo.jp/chintai/jnc_000078075445/?bc=100303860545,240000.0,240000.0,ＪＲ総武線,信濃町駅,3.0,1,0,1,0,新宿区,南元町,159362.6944991774,132237.3055008226,291600.0
